country,MealInexpensive,Meal2People,McMeal,BeerDomesticRestaurant,BeerImportedRestaurant,Cappucino,Coke,Water,Milk,Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Banana,Oranges,Tomato,Potato,Onion,Lettuce,Water,Wine,BeerDomesticMarket,BeerImportedMarket,Cigarettes,LocalTransport1Way,MonthlyPass,TaxiStart,Taxi1km,Taxi1hrWaiting,Gasoline,CarVolkswagenGolf,CarToyotaCorolla,Utility,PrepaidMobile,InternetAndMobile,FitnessClub,TennisCourtRent,Cinema,Preschool,PrimarySchool,Jeans,SummerDress,NikeRunningShoes,LeatherBusinessShoes,Apt1BedroomCityCtr,Apt1BedroomNoCityCtr,Apt3BedroomCityCtr,Apt3BedroomNoCityCtr,PricePerSqMtCityCtr,PricePerSqMtNoCityCtr,AvgMonthlyNetSalary,MortgageInterest,data_quality
Portugal,8.474230769,35.22333333,6.728823529,1.833137255,2.204901961,1.373653846,1.403846154,1.0298,0.678269231,1.161372549,1.063653846,1.903461538,7.4062,5.644807692,9.474509804,1.592745098,1.218431373,1.3618,1.6358,1.0346,1.122692308,1.041020408,0.6016,4.338627451,1.134693878,1.96212766,5.269019608,1.71673913,36.77608696,3.429183673,0.731219512,14.98093023,2.091276596,26858.84936,28137.31304,109.094375,0.147209302,35.8194,36.09854167,12.91470588,6.963333333,321.1814286,6570.173333,70.3492,31.66791667,69.9778,77.63,636.2213953,506.1674419,1043.856047,814.1113953,2724.69027,1904.231053,1060.277442,2.061590909,0.269230769
Puerto Rico,12.84833333,61.08583333,6.9075,2.3225,3.623333333,2.895,1.199166667,1.143333333,1.843333333,2.543333333,2.306666667,3.1625,6.568333333,8.486666667,8.848333333,5.089166667,2.3625,3.904166667,5.4925,2.910833333,2.695,2.454166667,1.645833333,11.74833333,2.091666667,3.240833333,9.929166667,1.7,37.555,4.333333333,1.17,28.5625,0.910833333,27719.3,25282.13,219.7018182,0.157777778,60.3075,34.875,26.1175,7.895833333,316.4583333,8132.597273,44.08833333,39.99083333,85.43083333,89.7225,563.333,393.5188889,1412.962222,900,1302.821667,1136.738,1794.593,4.485,0
Qatar,8.24,48.065,6.87,12.36,13.05,4.97,0.965,0.35,1.96,1.495,1.705,2.685,9.755,7.17,10.885,1.925,1.69,1.69,1.415,0.955,0.94,1.41,0.51,21.97,2.34,5.465,6.525,0.55,48.065,2.2,0.55,9.61,0.57,20186.765,20038.51,90.74,0.23,87.455,93.865,27.745,10.99,732.58,10347.58,64.23,51.5,81.39,77.96,1435.585,975.295,2701.79,1908.895,4995.19,4239.91,5108.866667,3.88,0.333333333
Reunion,8.05,51.93,10.39,4.15,3.12,2.73,2.99,2.21,1.04,2.6,1.33,3.66,16.88,12.78,20.08,2.42,2.34,2.41,2.25,2.42,1.56,0.86,0.83,6.23,1.87,3.64,11.69,0.79,36.35,2.7,1.78,48.61,1.86,24928.72,27265.79,107.16,,48.56,38.95,15.58,9.82,,,88.29,20.77,124.64,103.87,694.63,623.22,1038.7,830.96,3323.83,2596.74,1142.57,,0
Romania,6.600196078,27.70607843,4.929215686,1.496078431,1.87627451,1.612352941,1.201764706,1.019230769,1.1478,0.80755102,1.182884615,2.2326,5.664038462,4.633584906,7.32,0.884339623,1.235660377,1.170566038,1.808333333,0.570754717,0.639056604,0.64754717,0.566226415,4.9346,0.7975,1.183962264,4.509811321,0.552272727,17.4174359,0.566346154,0.573584906,5.456862745,1.6916,17800.69449,21377.49796,117.1946,0.053921569,8.190961538,33.11114286,12.62060606,5.799574468,317.2504167,4761.356327,54.82294118,31.14408163,67.7272,74.5477551,262.3804762,191.16675,420.6697561,317.6535897,1260.167222,992.0433333,617.4291429,5.9798,0.301886792
Russia,10.43586777,38.77561983,5.995258621,2.076666667,2.866206897,2.277264957,1.11892562,0.583057851,1.222089552,0.710597015,1.620472441,1.689160305,10.95168,5.137846154,9.67992126,1.889140625,1.629685039,1.921157025,3.00584,0.920162602,0.749920635,1.388672566,0.7215625,8.230322581,1.110813008,2.022689076,2.858666667,0.521452991,25.13228571,1.745462185,0.325904762,5.094479167,0.82952,40608.43516,34944.6402,128.73184,0.035327103,9.173643411,42.19066667,20.13180556,5.343658537,298.9774227,6367.353881,83.91939655,51.77132743,102.6912821,116.4323478,405.6401961,276.0363725,737.866044,501.2917895,2006.288723,1449.551313,651.402451,10.64811024,0.194244604
Rwanda,1.906666667,30.49666667,6.1,0.73,1.523333333,2.473333333,0.6,0.453333333,0.546666667,1.076666667,1.116666667,1.386666667,3.896666667,5.946666667,3.113333333,2.6,1.033333333,1.396666667,0.74,0.306666667,0.663333333,0.74,0.626666667,8.843333333,0.916666667,1.313333333,1.6,0.32,11.89,2.593333333,1.22,10.29,1.073333333,21956.17,11892.93,48.51,0.06,34.63,33.39,5.72,4.57,128.18,1715.633333,19.63333333,28.69666667,32.83666667,49.41333333,428.83,279.37,1251.81,618.69,2812.22,20217.98,360.56,17.60666667,0.333333333
Saint Kitts And Nevis,12.95,92.51,12.48,2.22,2.85,3.7,1.86,0.95,3.61,4.07,2.96,5.33,11.01,10.44,4.81,2.22,,1.85,3.59,1.11,1.57,3.45,1.84,14.8,2.51,2.96,5.55,1.11,,,,,2.44,,,111.01,,53.65,92.51,,,138.76,,37,,,,610.53,370.02,,,,,,,0
Saint Lucia,7.4,62.9,10.02,2.22,2.97,2.5,1.13,0.99,3.06,0.82,2.22,2.84,8.41,10.51,13.62,7.66,1.86,4.44,5.19,2.48,1.36,2.04,1.22,11.1,1.67,3.52,4.81,0.93,,7.4,,18.5,1.43,28676.62,10175.57,68.08,0.37,58.74,37.46,,7.4,169.59,1850.1,61.52,74,124.88,129.51,478.76,268.27,940.04,582.78,111.01,111.01,1375.24,7.33,0
Saint Vincent And The Grenadines,11.1,64.75,10.18,2.59,3.24,1.85,1.85,1.97,1.67,1.77,2.47,3.32,15.09,5.88,9.3,5.89,1.41,9.22,3.33,2.65,1.85,1.48,3.7,12.03,2.24,2.41,4.44,0.74,49.95,9.25,,35.15,3.7,12950.73,9250.52,54.27,0.26,45.64,24.05,5.55,5.55,123.34,3330.19,79.18,59.2,101.76,124.88,342.27,217.39,974.39,647.54,,,555.03,9.5,0
Samoa,4.47,29.87,9.99,3.58,2.86,3.12,1.38,1.05,1.07,1.18,1.07,2.65,15.78,5.73,9.47,2.37,2.37,2.37,8.96,1.65,1.79,,1.43,8.95,2.06,2.51,5.37,2.15,,1.79,1.33,,1,,,536.89,,107.02,48.32,5.37,5.37,74.57,2147.57,50,48.63,75,100,1073.79,304.24,894.82,644.27,,,,,0
San Marino,15.58,54.36333333,6.75,4.323333333,3.933333333,1.28,1.893333333,1.04,1.123333333,1.38,1.14,2.38,8.106666667,6.026666667,10.92,1.56,2.07,1.82,1.733333333,1.213333333,1.47,0.78,0.55,4.15,1.56,1.64,4.153333333,2.08,45.18,,2.08,,1.38,22331.98,22851.33,67.72,0.21,30.81,72.71,,7.443333333,364.6966667,5193.48,90.02333333,32.89,79.63,106.64,532.33,441.45,589.46,506.365,2769.855,2492.87,2586.355,3.55,0
Sao Tome And Principe,15.58,41.55,7.27,0.57,1.25,1.04,1.45,1.04,1.04,0.81,1.3,2.88,15.58,15.58,23.37,3.12,0.83,3.53,1.92,1.87,1.77,0.57,0.62,6.23,0.93,1.04,2.08,,,5.19,,20.77,1.01,,20773.93,186.97,0.08,101.79,8.66,,,114.26,,,,,,207.74,155.8,519.35,415.48,,217.15,129.84,,0
Saudi Arabia,6.436666667,36.62666667,6.946666667,1.475,1.532777778,3.447777778,0.751666667,0.255555556,1.498888889,0.74,2.138333333,2.873888889,5.793888889,7.082777778,11.63111111,1.936111111,1.478333333,1.485,1.596666667,1.364444444,1.134705882,1.280555556,0.621111111,3.016666667,1.782352941,1.823125,7.088333333,0.863333333,42.57727273,2.701875,1.648125,10.28692308,0.557777778,20704.73538,19082.19357,105.628125,0.15625,73.38235294,101.92,37.65833333,17.76823529,300.713125,5061.414,33.72875,57.28,93.55944444,76.52388889,359.6177778,281.4717647,669.57,452.4747059,1350.150769,957.7361538,2307.299375,3.970769231,0.277777778
Senegal,3.953333333,39.19,5.94,1.666666667,3.17,2.83,0.785,0.8,1.85,0.41,0.82,1.965,11.56,9.74,7.55,2.02,1.35,1.32,1.2,1.06,0.665,1.11,0.73,6.335,0.98,1.73,1.35,0.36,19.79,2.38,1.58,12.67,1.32,26127.48,25863.57,92.47,0.14,48.1,71.65,10.56,7.92,167.15,5185.91,44.97,31.67,75.69,87.88,448.44,587.35,1456.93,893.96,8956.85,11636.89,435.46,8.75,0.333333333
Serbia,4.851935484,20.73733333,4.4125,1.641935484,1.820333333,1.231290323,1.161470588,0.822352941,0.862058824,0.463235294,1.282424242,1.678387097,4.689354839,4.850322581,7.180909091,0.738823529,1.189705882,1.173636364,1.192121212,0.591612903,0.476363636,0.410625,0.459411765,4.017741935,0.668709677,0.995294118,3.184411765,0.879130435,28.974,1.217741935,0.599411765,4.888181818,1.507647059,18970.83931,18737.33893,125.5373529,0.104375,18.7790625,19.94076923,7.113076923,3.89516129,125.1433333,6940.598235,43.255,23.64181818,75.5116129,74.10264706,190.6260606,132.2981818,331.2912121,235.1021212,1234.034375,850.9690625,473.7771429,4.038,0.142857143
Seychelles,15.79,58.04,6.31,3.87,4.79,5.67,3.21,1.95,1.66,1.41,2.18,2.81,25.26,5.34,10.97,2.83,2.66,1.55,6.11,1.74,1.28,1.16,1.55,9.7,2.81,3.22,10.96,0.67,22.73,4.98,1.89,17.94,1.27,23776.49,37182.49,66.55,0.3,116.57,66.73,20.77,5.12,346.23,4124.2,59.1,63.32,93.73,60.14,925.42,615.73,1819.87,1199.22,1157.72,1273.74,588.89,16,1
Sierra Leone,4.31,30,7.9,0.97,2.5,1.67,0.86,0.86,2.28,0.68,0.94,1.83,,7.5,,3.46,1.03,1.03,4.04,2.28,1.62,0.91,1.61,6.56,1,2.21,1.03,0.15,4.5,1,0.5,5,1,10000,8000,130.42,0.03,100,76.27,1.32,6.08,20,2000,10,8,20,50,1438.66,101.9,631.34,203.81,1076.39,1076.39,1544.66,,0
Singapore,10.92,60.06,5.82,7.28,8.74,4.44,1.46,1.04,2.57,1.96,2.7,2.78,19.61,8.63,20.49,3.69,2.58,3.7,2.88,2.18,2.13,1.81,1.39,21.84,4.47,5.23,10.92,1.46,93.19,2.91,0.73,14.56,2.32,109206.71,97513.44,142.65,0.17,34.37,104.81,12.05,10.92,1089.57,24842.05,73.04,41.68,103.93,112.61,2660.73,1965.72,5317.61,3466.53,20481.89,10399.14,4497.08,2.43,1
Sint Maarten,14,100,8,3,4,4.83,2,3,2.38,2.02,2.57,3.05,4.75,11.17,12.32,4.32,3.21,5.67,3.17,2.83,2.83,2.32,1.67,7,2.09,3,17,1.25,0,20,5,,1.22,18250,24750,283.33,0.25,109.33,65,26.67,8.5,391.67,9500,55,28,65,80,1233.33,850,3466.67,2133.33,2516.67,1600,2333.33,7.5,0
Slovakia,5.781176471,29.25225806,6.2128125,1.525757576,1.8115625,1.9175,1.376666667,1.067878788,0.755294118,0.911176471,1.247058824,2.101176471,9.472121212,5.446969697,10.33939394,1.359117647,1.523939394,1.596666667,2.805454545,0.842727273,0.776666667,1.110645161,0.603235294,4.300606061,0.794705882,1.240645161,4.396969697,0.833666667,22.42782609,2.417272727,1.0096875,11.1737931,1.540294118,19065.22688,19446.63344,183.5118182,0.069677419,16.53393939,33.3662963,11.22208333,6.576666667,330.0634483,7506.11,53.4969697,30.32875,64.98878788,79.15606061,448.352963,371.2381481,745.5244444,602.7896154,1967.627143,1542.992857,885.5135484,1.748787879,0.205882353
Slovenia,8.685185185,35.64333333,6.106153846,2.604814815,2.737692308,1.534444444,2.084074074,1.5092,1,1.194615385,1.463703704,2.357407407,11.11,7.884,9.629545455,1.51875,1.2556,1.59125,2.26,0.994545455,1.083181818,1.167826087,0.661153846,6.029615385,1.1252,1.716666667,4.440769231,1.452105263,28.9,1.41,1.194,16.52090909,1.428518519,19092.8652,18981.70783,217.4855556,0.092083333,34.3408,39.861,12.35625,6.45037037,349.8753846,6912.984706,68.53592593,32.89296296,71.27518519,93.68148148,427.7816667,339.3372222,778.1482353,586.6633333,2336.658,1809.26,1140.010476,2.8888,0.148148148
Solomon Islands,5.47,54.72,15.2,4.56,3.04,4.05,2.43,1.22,2.68,1.44,1.22,4.74,17.39,9.48,,4.42,1.22,6.08,4.02,4.5,2.98,0.61,1.62,12.77,2.4,3.65,3.89,0.36,,,1.22,12.16,1.22,,,6.08,0.12,486391.79,60.8,6.08,4.26,121.6,3647.94,6.08,7.3,115.52,121.6,587.72,668.79,2036.77,1499.71,85118.56,60798.85,719.45,13.5,0
Somalia,3,18.66666667,5.5,7.666666667,15,1.186666667,0.62,0.476666667,1.536666667,1.033333333,1.32,2.22,4.333333333,4.443333333,6.093333333,4.233333333,1.256666667,2.88,1.023333333,1.02,1.01,0.853333333,0.66,27.16666667,0.5,0.65,1.733333333,1.46,42.5,1.666666667,0.716666667,10,0.926666667,9166.666667,5888.886667,77.22,0.056666667,32.75,25.625,8.17,4,67.5,833.0533333,15.33333333,21.77666667,28.41666667,48.39,203.335,83.31,443.75,239.88,67728.6,48276.555,378.335,7.75,0.666666667
South Africa,7.996363636,31.13,4.179393939,1.69625,2.1178125,1.72375,0.923636364,0.718709677,1.021176471,0.860882353,1.39,1.841470588,6.511176471,4.262941176,6.918529412,1.376363636,1.252727273,1.271212121,1.343030303,1.011818182,1.061515152,0.985151515,0.916363636,4.551470588,1.236060606,1.724242424,2.689393939,1.454761905,33.95875,1.362068966,0.776666667,5.237619048,1.281212121,20618.94156,19754.2225,107.4503125,0.101333333,52.46818182,31.13736842,8.6575,5.508709677,156.4775,4128.080968,45.26909091,29.1953125,88.18575758,76.218125,355.8988462,343.6004,669.2648276,730.6734615,933.4168421,775.338,1222.346897,8.937878788,0.176470588
South Korea,5.811724138,29.58137931,5.005172414,2.836896552,3.952758621,3.308275862,1.311034483,0.676785714,1.962413793,2.395,3.222307692,2.546551724,14.37769231,7.845,24.47576923,6.4128,3.189166667,5.456666667,5.615555556,3.33962963,2.4152,1.987037037,0.99862069,13.27964286,1.961071429,2.131153846,3.404615385,1.017826087,37.834,2.659310345,0.890434783,12.01583333,1.304642857,26917.81458,21750.33917,112.3753846,0.198695652,20.9525,43.03,20.91454545,8.592758621,339.4728,22814.35174,52.5896,41.23230769,72.5276,106.3964,391.137,333.6890476,916.1772222,647.6555556,7525.345,5733.444118,2042.6345,3.676956522,0.103448276
South Sudan,7.5,30,6,3,3.5,1.5,1,1,1.38,2,2.25,3.63,,2.5,,6.5,3,2,3,2.5,3,1,0.92,10,1,1.25,,1.5,60,6,0.75,,1.38,10000,12000,,0.03,100,225,5,,,8000,35,,35,50,2350,1700,7800.5,1650,4305.56,,750,,0
Spain,11.34244186,42.71060241,7.807411765,2.474302326,2.881860465,1.713372093,1.826976744,1.231976744,0.836511628,1.067764706,1.236493506,2.041294118,10.54105882,6.315,10.47070588,1.793214286,1.757790698,1.458571429,1.864404762,1.265714286,1.267058824,0.92313253,0.647176471,4.865764706,0.924939759,1.6175,5.30939759,1.576025641,37.48692308,3.774415584,1.193580247,21.70538462,1.655555556,22443.46696,22796.68564,126.7323529,0.178607595,37.39802326,39.10558442,12.42923077,8.001686747,321.1909877,6540.686329,72.15847059,30.57635294,70.55440476,84.81211765,657.8859722,550.8,1019.149855,811.5882353,2775.633167,1898.438438,1616.588667,2.289012346,0.261363636
Sri Lanka,1.448,6.8775,3.685,0.984666667,1.156666667,0.935384615,0.34625,0.16125,0.86875,0.334375,0.52375,1.140625,8.319285714,2.735,4.52375,2.281875,0.484375,1.826875,0.8075,0.74625,0.665,0.662142857,0.3175,7.668125,1.024285714,1.543571429,4.328571429,0.205,4.62,0.247142857,0.203125,0.390909091,0.7025,27028.59,27347.05615,29.92214286,0.00875,8.117857143,7.425555556,4.123333333,1.978125,23.21066667,669.518,18.77375,10.71733333,32.631875,26.020625,91.47333333,43.613,218.9871429,129.4854545,1299.85,994.82,126.7477778,15.47285714,0.0625
Sudan,5,20,7,2.25,2.95,2.32,0.52,0.29,1.53,0.76,2.12,2.02,6.1,5.73,6.21,4.93,0.78,1.98,2.01,1.52,1.27,0.97,0.59,15,1,3,1.5,0.45,20,2,1,9,1.13,33000,17207.23,41.59,0.07,76.5,27.75,11.96,1.67,72.18,2334.96,17.06,70.57,56.76,40.36,293.9566667,149.6033333,496.26,281.4366667,1160,766.67,148.57,17,0.333333333
Suriname,4.86,80,6.15,2.7,2.7,2.25,0.92,0.74,1.18,1.19,1.37,2.11,11.17,3.41,9.25,3.67,1.3,1.79,2.13,1.03,0.82,2.33,0.97,10,1.85,2.42,5.25,0.44,90,1.8,3,15,0.84,27500,7868.37,92.78,0.05,37.5,13.68,10,4.51,81.67,500,52.08,45.99,99.15,173.33,394.71,249.44,1252.41,949.36,533.535,457.74,234.55,14.29,0
Swaziland,3.185,11.86,2.4,0.99,1.135,1.195,0.79,0.6,1.05,0.61,1.305,1.285,7.595,4.56,5.065,1.53,0.565,0.56,1.38,0.82,0.85,0.41,0.64,4.63,0.85,1.71,2.13,1.17,30.74,2.93,2.93,3.51,1.135,15724.39,23374.985,94.66,0.13,55.455,28.3,5.27,3.22,130.795,3444.425,55.48,29.28,97.435,111.25,285.145,189.98,516.61,365.55,234.2,175.65,546.47,10.625,0
Sweden,10.34166667,64.35555556,7.841724138,6.21862069,6.005,3.648333333,1.720333333,1.603793103,1.156666667,2.103666667,2.352666667,2.776333333,8.589666667,8.429655172,15.63758621,2.509655172,2.097931034,2.38862069,3.13137931,1.216206897,1.228275862,1.947931034,1.382962963,8.754482759,1.693448276,1.939655172,6.219642857,2.823666667,66.98038462,5.453103448,1.965357143,49.79653846,1.929285714,22245.02143,22052.6275,80.57448276,0.116666667,28.38862069,36.09758621,25.43678571,12.66344828,137.0615385,3086.083,78.65413793,34.89344828,78.28310345,116.0389286,717.5126923,586.7566667,1204.475769,865.82625,5591.1,2872.085,2458.964286,2.113846154,0.3
Switzerland,25.085,109.2647368,15.39108108,6.512631579,5.877837838,4.909487179,4.234615385,3.743157895,1.687948718,3.121538462,2.847,6.06975,24.77692308,24.48725,50.92179487,3.943333333,2.860769231,3.115526316,4.127692308,2.46,2.463421053,2.243611111,1.164411765,13.33820513,1.99972973,2.425277778,9.121142857,3.925142857,104.2503226,7.265294118,4.01875,72.43233333,1.939268293,30932.29171,33055.57486,204.5225,0.297567568,56.61380952,79.694,38.87565217,19.57324324,2280.41,24464.5871,102.2392308,51.43567568,117.27725,156.4638462,1469.178667,1245.9175,2799.305,2128.58037,12589.92292,8582.341818,5700.505405,1.57,0.255813953
Syria,4.055833333,17.74307692,4.425555556,1.854615385,2.003846154,0.793846154,0.809230769,0.444615385,0.715833333,0.67,1.1675,1.4625,3.593333333,4.0225,8.115,0.748333333,1.599166667,0.486666667,0.603333333,0.433333333,0.3825,0.319166667,0.491666667,5.188333333,0.774,1.398,1.8725,0.11,11.74333333,0.781666667,0.891666667,4.061666667,1.019166667,27978.16143,34941.195,80.805,0.014166667,47.985,11.53333333,4.995,2.81,66.20083333,1844.021818,19.75166667,20.91583333,114.651,57.1425,137.846,84.664,256.5616667,150.85,1126,723.814,48.43666667,10.02181818,0.076923077
Taiwan,3.398461538,23.57846154,4.495384615,2.133076923,2.190769231,2.563076923,0.878461538,0.631538462,3.036923077,1.972307692,3.574615385,2.672307692,17.28777778,7.39,18.57846154,4.879166667,2.234166667,2.938333333,3.365,2.696666667,2.4625,1.881818182,1.186363636,11.92272727,1.603636364,2.272727273,3.900909091,0.715,35.75625,2.931538462,0.591818182,6.059090909,0.960909091,34225.46091,25284.09818,68.98333333,0.171818182,21.7725,39.26818182,15.63428571,9.206666667,506.64,11559.91455,63.69333333,35.57,75.90583333,123.4683333,406.7783333,262.409,885.606,619.289,5734.726667,3519.58,1362.392727,1.939090909,0.307692308
Tajikistan,3.98,11.055,4.97,1.19,1.49,1.2,0.41,0.28,0.72,0.41,1.58,1.42,5.79,3.905,6.855,1.15,2.09,2.31,0.995,0.44,0.31,0.42,0.41,5.97,1.27,1.76,1.74,0.3,6.96,0.99,0.3,2.39,0.95,14463.925,21910.27,31.32,0.02,22.2,29.895,11.18,5.22,84.51,4970.93,32.37,24.165,53.505,52.285,388.585,218.29,616.365,365.625,744.065,416,148.635,15.8,0.5
Tanzania,3.821666667,26.62333333,6.57,1.143333333,2.595,2.085,0.636,0.4,1.43,0.837142857,0.881428571,2.122857143,12.994,5.955714286,3.682857143,2.505714286,0.864285714,0.748571429,0.927142857,0.744285714,1.245714286,0.54,0.462857143,5.718333333,1.035714286,1.981666667,1.716666667,0.342,5.875,1.608333333,1.575,3.048,1.045,18939.39333,8933.675,69.494,0.051666667,69.66,44.004,7.446666667,6.606,314.796,5281.094,19.706,46.004,53.316,55.678,277.24,229.46,503.144,459.516,3449.535,3485.34,244.9183333,17.45,0.125
Thailand,1.754594595,22.07533333,5.408378378,1.827027027,3.220588235,1.65875,0.544594595,0.305483871,1.493333333,1.370555556,1.077647059,1.473333333,13.86714286,2.261081081,8.869722222,2.451388889,1.110285714,1.595714286,1.067647059,1.134857143,0.879142857,0.884242424,0.486756757,13.215,1.62,2.630588235,3.336,0.62,24.58611111,1.161621622,0.90516129,4.021304348,1.166285714,30755.78972,22716.00243,54.985,0.052105263,17.19594595,49.78321429,9.422380952,4.953243243,295.1610345,9413.215143,43.21257143,25.34888889,81.52294118,76.53388889,221.7291667,174.3070968,812.4466667,427.9006897,2436.872105,1405.6085,491.2790323,5.278571429,0.078947368
Timor-Leste,5,40,7,2.75,3,2.44,1.33,0.62,1.79,1.98,2.94,2.4,6,8.5,14.5,5,2.17,3.67,2.33,1,2.33,0.83,0.53,13.5,1.94,3.33,1.62,0.25,,3,3,15,0.98,,,112.5,0.11,82.5,64,11.25,6,333.33,18666.67,61.67,50,76.25,62.5,680,625,2450,1566.67,4666.67,4000,3500,,0
Togo,1.98,19.89,7.92,0.79,2.38,3.69,2.38,1.27,1.8,0.71,1.74,1.65,7.07,5.74,6.65,1.85,1.78,3.69,3.19,2.64,3.91,0.58,0.86,3.96,1.19,1.9,1.58,0.79,47.5,0.55,0.32,4.33,0.91,12667.87,3166.97,112.16,0.16,58.48,30.61,7.92,7.92,102.93,6359.27,20.06,21.64,30.09,75.48,255.34,96.99,475.05,324.61,1148.03,419.62,527.83,9,0
Tonga,40,49.765,9.275,10.55,3,2.25,1.805,1.805,1.56,0.84,,3.04,,2.53,5.06,2.53,1.27,2.53,2.53,2.11,,,,12.66,,2.61,7.83,,,,,,,,,,,,30.42,,,,,,,,,,400,,,,,1152.52,,0
Trinidad And Tobago,8.96375,68.0975,6.2775,1.5075,2.72375,2.96625,0.965,0.75,1.935,2.045,2.35625,3.4725,7.14875,6.8175,8.25875,3.6625,1.92875,1.9925,3.15125,1.36625,1.37,1.41875,1.13,18.91,1.88125,2.6,4.87625,1.308,69.87,0.865,0.78125,8.33,0.83875,33025.74625,33264.99875,50.65125,0.195,49.1525,41.84,13.1025,6.9,170.81625,4853.325,53.52375,38.89375,105.055,86.3475,391.2533333,342.64,811.475,611.0066667,2851.0225,2099.835,732.596,5.26875,0.125
Tunisia,1.765909091,13.421,2.830909091,1.08,1.285714286,0.590454545,0.440909091,0.195454545,0.403043478,0.10826087,0.674782609,0.930434783,6.558,3.247619048,7.723636364,1.076086957,1.497391304,0.615652174,0.433181818,0.437826087,0.382727273,0.275238095,0.229130435,3.874,0.8195,0.8785,2.36,0.221904762,9.497777778,0.174347826,0.246666667,5.884,0.653333333,23942.5305,22348.63952,31.87590909,0.065714286,20.0973913,20.187,9.049375,3.5675,52.68619048,1928.387895,27.14636364,31.93190476,76.141,38.95,128.0105,98.954,227.048,167.676,786.7588235,574.0086667,282.7805,9.6425,0.217391304
Turkey,2.777333333,13.47525424,3.214166667,1.775333333,2.115166667,1.368166667,0.536779661,0.187666667,0.681967213,0.370327869,1.115964912,1.241803279,4.27852459,3.294918033,7.721311475,0.59220339,1.095245902,0.638135593,0.818852459,0.436,0.3315,0.528793103,0.249666667,5.505517241,1.460655738,1.809464286,1.569016393,0.35125,15.63209302,0.63877193,0.379310345,3.1296,1.212786885,32501.4,28960.85404,63.0835,0.089473684,8.024590164,17.23719298,11.30341463,2.2465,143.5892857,3237.544118,28.89423729,22.41086207,57.61280702,42.14372881,169.6108621,111.7568966,282.5355932,194.2334483,763.6546,550.009375,317.1478182,19.84830189,0.327868852
Turkmenistan,37.038,131.054,8.07,6.268,14.25,5.84,5.235,0.695,3.674,0.79,5.46,4.96,14.645,12.348,16.605,2.67,5.642,9.08,3.134,2.204,1.366,1.225,1.064,12.35,3.416666667,11.1125,38.46,0.186666667,9.975,1.616666667,0.85,8.55,0.43,20584.05,20653.59,1063.63,0.03,367.9966667,66.47666667,28.7,15.19666667,31.3375,35108.62,178.06,120.6066667,409.3033333,322.89,537.75,302.705,1367.52,735.99,3269.23,2400.28,438.43,8,0
Turks And Caicos Islands,,,15,,,,2,1,6,4,,,,,,,,,,,,4.5,1.67,,,,,,,,,,,,,200,,88,,,,,3000,,,,,750,650,1500,1200,,,5750,,0
Tuvalu,3.51,10.39,,3.95,3.53,1.03,1.77,1.33,1.37,1.14,0.82,3.43,6,7.83,4.28,0.86,0.95,1.06,1.6,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,113.43,91.92,150.09,105.43,534.82,461.89,3495.21,,0
Uganda,2.33,16.38625,7.17,0.942,1.504,1.774,0.37,0.204,0.579,0.776,1.075,1.302,5.685,5.753333333,3.545,2.298,1.272,1.425,1.08375,0.8475,1.10625,0.746,0.579,9.02875,1.071,1.78,2.23,0.626666667,22.49,0.744444444,0.496,1.876666667,1.145,9471.322,8743.97,45.66714286,0.097,73.093,42.245,8.29,5.203,80.25166667,5066.45,22.564,49.90888889,57.47777778,54.63666667,180.01,98.08666667,470.9833333,207.32,1262.45,1766.04,120.9,17.46,0.1
Ukraine,4.884047619,15.12880952,3.25125,0.968780488,1.268780488,0.982380952,0.546428571,0.390952381,0.794545455,0.515238095,1.14952381,1.175238095,5.836511628,3.271190476,4.980697674,0.507142857,0.920454545,1.034772727,1.481428571,0.371590909,0.525714286,0.851190476,0.434878049,3.644761905,0.750714286,0.975121951,1.894761905,0.261666667,7.2,1.17,0.24775,2.618684211,0.938604651,18180.62375,17985.85,75.73488889,0.026944444,4.398444444,17.94085714,7.315666667,2.8485,163.9573684,3785.017813,37.19097561,29.84769231,59.38780488,68.20853659,220.4234286,147.16,365.7355882,242.4976471,822.9154286,538.8148485,355.1983333,14.91871795,0.244444444
United Arab Emirates,7.678,45.134,7.298,9.19,9.954,4.786,1.03,0.644,1.9,1.306,2.486,2.934,8.886,6.932,9.86,2.118,1.672,2.186,1.386,1.288,0.974,1.778,0.608,12.308,3.504,6.33,6.074,1.982,82.066,3.678,0.924,8.218,1.002,26169.314,22386.694,168.194,0.172,98.022,64.864,28.238,11.43,578.108,7040.06,55.242,54.964,87.296,117.492,2218.8,1562.708,1795.316,1313.682,2265.362,1818.14,3036.246,3.812,1
